date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
2021-12-16,1057.0,4668.63,3140.53,0.19,2274.37,recession,694.0,0.22,553.57,0.0,2.0,1169.19,23.0,0.0,361.98,1982.72,salary,656.45,Education,positive,63.2,medium,1528.1,1
2020-04-25,1811.553899,2468.906622,3250.552147,0.323463056,2931.789669,inflation,645.6985635,0.522396223,560.4039933,346.548479,3.023505673,796.7974156,25.76620005,-0.008236314,521.7161246,1667.141485,freelance,1509.991998,Education,negative,36.07793546,low,-52.05497887,0
2020-08-23,1537.177404,4107.261304,4158.219848,0.186417881,2806.228576,normal,703.6408599,0.223834411,365.4707452,170.2613793,3.92540236,659.1218298,95.69536338,0.005387711,673.4920151,1656.239803,freelance,952.1557723,Transportation,neutral,26.16682082,high,-94.481353,0
2020-05-25,1783.977714,4174.83121,3527.513973,0.065867936,2433.875578,recession,699.6861499,0.495844623,294.0702789,601.8895633,4.726463789,101.9617618,47.83870953,0.012066406,245.9159468,1815.52966,freelance,2596.892345,Transportation,positive,56.85896269,high,699.3401346,1
2021-09-17,1504.151613,4600.984246,3624.981368,0.309338452,1849.541238,normal,685.1550541,0.222496596,305.4808439,166.966726,6.834446064,1894.126027,42.78169958,-0.001782537,437.9513548,1507.869045,salary,1374.297351,Utilities,positive,32.54416411,low,896.9942385,1
2021-06-19,1438.0,4044.89,3931.32,0.12,2357.84,inflation,694.0,0.55,512.05,498.89,8.0,1070.11,23.0,0.0,408.87,2483.51,salary,1299.58,Insurance,neutral,9.4,low,113.57,1
2019-01-01,1780.0,3664.19,1462.03,0.2,2326.2,normal,598.0,0.23,169.87,674.51,7.0,796.65,29.0,0.0,395.86,2541.82,salary,1141.8,Utilities,positive,36.5,high,2202.16,1
2023-01-10,1415.40844,1418.702446,2798.207424,0.164498337,2974.656467,recession,607.18251,0.124206072,477.3387811,263.193754,3.879139338,1304.363668,89.99543706,-0.001640824,722.8769878,1850.317806,salary,1861.343357,Groceries,negative,93.64303919,high,67.60535419,1
2020-04-25,1297.906837,2812.028713,2860.462558,0.333447154,2847.226151,normal,635.8165768,0.422311015,651.1506717,803.8549446,5.101148908,1263.432999,84.69996936,0.005453329,554.3948218,2432.422341,mixed,626.2072454,Utilities,neutral,1.24394306,medium,102.8063399,1
2020-03-26,1574.973476,4853.28923,2107.648685,0.077328209,3150.266695,normal,606.8510956,0.453189169,569.170788,470.2185969,2.932101688,999.4163268,72.63294828,0.005796232,799.9775863,3083.543862,salary,1592.838007,Dining Out,positive,55.85855756,low,2702.482693,1
2021-09-17,1967.577969,4231.478773,3998.979191,0.101710672,2540.842382,recession,708.2838324,0.363009432,295.6127146,667.8881075,3.988467865,2330.934963,93.68767726,-0.002045549,588.3553862,1812.364529,salary,1221.161395,Utilities,neutral,50.2330042,medium,226.5037675,1
2020-02-25,1563.0,3366.47,4182.38,0.31,1874.76,normal,738.0,0.48,591.37,201.73,5.0,841.57,34.0,0.0,720.15,2563.36,salary,2133.36,Education,negative,21.4,medium,0.0,0
2022-05-15,1285.11113,5112.267492,5425.166395,0.243673964,3009.318587,normal,684.5636102,0.408674389,366.9303986,569.1982367,4.914171159,598.3172536,94.15191248,0.008247177,293.4211196,2665.997315,salary,1676.931535,Insurance,negative,81.16508126,medium,-64.75511947,0
2023-11-06,1371.0,3751.63,4124.7,0.18,2508.1,normal,591.0,0.47,807.68,313.76,7.0,425.34,70.0,0.0,764.69,2006.19,salary,919.07,Rent,negative,67.5,medium,0.0,0
2020-08-23,1825.0,3677.49,2050.05,0.19,2571.56,recession,745.0,0.45,494.19,476.24,6.0,871.03,70.0,0.0,357.31,3564.66,freelance,1174.83,Healthcare,positive,85.9,medium,1627.44,1
2019-05-01,1368.018869,5028.403104,4456.055432,0.379962406,3439.25596,normal,581.7927099,0.58234057,225.676584,677.5894774,7.060076537,777.0872683,90.16230709,0.001510896,557.8139584,2107.201976,mixed,1820.507382,Transportation,positive,58.26126662,high,620.6673722,1
2023-10-07,1044.788991,5383.634794,2055.749666,0.230452655,2289.790684,inflation,706.5808643,0.505687965,660.1588714,645.2094446,4.133373651,661.3858705,20.77981906,0.003861696,485.6517,2449.24634,mixed,1558.801228,Healthcare,positive,78.85031922,high,3287.832817,1
2023-10-07,1502.0,3108.18,3185.75,0.4,2978.05,inflation,755.0,0.28,368.21,344.38,5.0,719.58,43.0,0.0,227.6,1570.88,salary,1127.31,Utilities,neutral,82.8,low,0.0,0
2021-07-19,1099.0,3427.54,3992.41,0.12,3072.07,normal,779.0,0.18,605.25,239.23,8.0,956.0,83.0,0.0,457.9,3182.34,salary,1652.2,Rent,negative,93.2,high,0.0,0
2021-09-17,1470.234101,4112.432747,2515.767102,0.265169721,2781.08235,inflation,658.5912803,0.539701488,384.0829266,143.037254,2.15161099,872.4815435,83.75676579,-0.016844008,887.6323748,2214.555194,mixed,1152.265724,Education,positive,30.64217239,high,1634.849461,1
2019-03-02,1213.0,3997.43,2243.56,0.16,2257.94,normal,683.0,0.45,399.33,705.24,2.0,466.72,32.0,0.0,776.76,2170.57,salary,2614.62,Education,positive,37.1,medium,1753.87,1
2023-05-10,1025.0,3739.61,1449.66,0.27,3455.02,normal,707.0,0.51,631.62,215.01,3.0,1332.53,31.0,0.0,403.53,2792.54,salary,1643.73,Dining Out,positive,26.9,low,2289.95,1
2023-02-09,1147.434272,4131.349423,2928.07894,0.333557048,2797.696866,recession,710.1044369,0.487186329,467.9369631,336.9844442,4.840318293,1900.314852,25.2329175,-0.006268245,324.9074068,2645.090605,freelance,1686.355275,Insurance,positive,15.47421813,high,1269.820794,1
2023-04-10,1430.809419,3777.35819,4001.541023,0.395404665,1768.040818,normal,667.9136415,0.592118638,111.1385905,470.072467,4.981702698,1898.288774,32.74121996,0.002996923,421.6107646,2133.576434,salary,1316.366645,Insurance,negative,18.53466763,high,33.72105647,1
2022-04-15,1835.26879,2890.366111,3906.952582,0.079976697,3597.280559,recession,817.4220821,0.557031981,436.8828916,354.774165,1.044210994,465.6426258,79.22655363,0.001898423,496.9695796,2140.883012,freelance,1633.16068,Investments,negative,8.506930425,low,-10.04747957,0
2022-02-14,1858.0,3583.16,2122.85,0.12,2385.76,normal,689.0,0.11,226.63,614.93,5.0,431.69,48.0,0.0,7.49,2300.71,salary,1241.98,Groceries,positive,87.6,medium,1460.31,1
2022-04-15,1636.0,5361.83,2557.75,0.34,2857.59,inflation,677.0,0.58,710.04,629.21,4.0,849.56,86.0,0.0,465.22,1687.28,salary,686.33,Transportation,positive,9.8,low,2804.08,1
2021-03-21,1063.056526,4289.510804,2462.93943,0.29177803,1998.441658,normal,637.3142754,0.315111053,534.4996105,345.8041283,1.19601843,476.3340393,82.52850565,-0.000327928,445.2517354,1471.569383,freelance,996.7488916,Utilities,positive,46.01833455,low,1934.166716,1
2023-07-09,1663.0,4622.04,3672.59,0.38,2211.71,normal,721.0,0.5,479.66,126.85,8.0,181.29,46.0,0.0,511.89,1957.16,salary,1190.49,Utilities,positive,94.1,low,949.45,1
2020-07-24,1081.0,4446.81,3056.6,0.05,3764.88,inflation,660.0,0.22,321.73,308.04,6.0,1459.97,31.0,0.0,393.67,2393.44,salary,1608.21,Groceries,positive,94.5,high,1390.21,1
2021-08-18,1313.875193,4157.019759,1141.372166,0.162313355,2938.234389,recession,636.7060948,0.512708515,630.0221858,516.7550487,3.124633971,1540.04892,70.02853956,-0.010837103,484.3774865,1512.869117,salary,1687.34395,Dining Out,positive,3.280379294,low,3030.195712,1
2019-11-27,1310.0,4688.27,2886.49,0.07,3149.38,normal,653.0,0.14,516.05,112.8,7.0,1594.84,69.0,0.0,510.08,2354.18,salary,1316.32,Insurance,positive,99.3,low,1801.78,1
2019-03-02,1965.0,6148.1,3555.9,0.25,2624.66,recession,660.0,0.13,978.84,423.54,1.0,178.61,45.0,0.0,530.47,2209.22,salary,1199.77,Investments,positive,1.3,low,2592.2,1
2019-01-31,1125.0,5246.93,3598.26,0.4,2918.52,inflation,674.0,0.2,502.34,519.55,3.0,627.22,93.0,0.0,467.73,3083.49,salary,902.14,Entertainment,positive,61.6,low,1648.67,1
2022-04-15,1295.611274,3430.900934,3244.852769,0.076297252,2680.08403,normal,605.5488415,0.15708895,421.8240213,381.8591572,4.840271297,1455.76501,44.42387135,-0.003118601,204.6198749,1943.755547,mixed,1598.987159,Education,neutral,93.66394219,high,262.3261843,1
2020-01-26,1898.714811,3956.882777,2947.264068,0.365293883,2630.591935,inflation,681.169763,0.392870415,247.7867404,637.1440176,3.042795288,580.1413259,32.34182645,-0.001427831,599.3011143,2567.008319,freelance,1838.058379,Insurance,positive,99.13150919,high,1122.241619,1
2019-01-31,1228.412267,2759.885224,1817.348829,0.073108641,2558.732994,inflation,703.7853132,0.535378066,1055.665986,-43.27638592,7.956862355,722.2246718,88.5449061,0.000377845,667.0903932,2268.128434,salary,374.5167122,Insurance,positive,30.84199595,low,884.9980341,1
2021-10-17,1692.015061,4857.031389,2564.55139,0.242403097,3105.39033,normal,692.500997,0.138861198,689.631525,744.0801766,6.829302338,1498.062301,39.11758795,-0.005700293,766.2500955,3239.208918,salary,1092.866876,Education,positive,43.51433642,high,2282.454044,1
2019-10-28,1684.0,3143.62,2770.44,0.07,2729.98,normal,706.0,0.58,769.16,180.86,4.0,239.9,60.0,0.0,548.67,1752.85,salary,1382.2,Groceries,neutral,98.5,high,373.18,1
2021-03-21,1974.0,4774.81,3451.68,0.24,2483.09,normal,663.0,0.53,633.49,694.53,7.0,1266.24,88.0,0.0,690.97,1026.24,salary,1193.2,Healthcare,positive,18.4,medium,1323.13,1
2020-02-25,1579.036836,3707.506472,3879.546334,0.207009423,3078.204748,inflation,641.1682651,0.557318981,553.6802502,822.4108574,1.872184376,1218.138053,96.90043617,-0.006587015,562.9906585,2412.667158,mixed,1298.059041,Education,neutral,100.7119143,high,-49.0400672,0
2019-08-29,1926.0,3737.22,2710.1,0.06,3080.03,normal,711.0,0.3,454.42,632.47,9.0,1025.95,69.0,0.0,491.84,1930.57,salary,1111.01,Dining Out,positive,90.1,medium,1027.12,1
2020-12-21,1404.0,2663.41,1965.23,0.31,2540.11,inflation,620.0,0.36,594.45,476.33,9.0,1178.12,22.0,0.0,331.06,2906.19,salary,1265.56,Groceries,positive,90.1,low,698.18,1
2020-02-25,1183.119186,3003.955578,3376.450709,0.083881026,2572.250842,inflation,731.2959865,0.240834182,298.5303139,336.0584245,0.990268325,1253.935614,70.79742107,-0.002356004,566.5579524,3737.206904,mixed,1298.58069,Utilities,negative,14.41289582,high,-99.17154712,0
2019-12-27,1464.0,3954.72,3614.49,0.07,2529.07,normal,668.0,0.15,762.0,563.48,7.0,797.91,98.0,1.0,332.3,2269.55,salary,1449.47,Utilities,neutral,38.5,low,340.23,1
2019-04-01,1662.906846,3731.629764,3584.094391,0.23921544,2621.376519,inflation,682.5037432,0.432464447,679.9560149,507.7204543,9.060997944,907.6161169,35.72114597,0.011038871,741.5728285,1903.13546,freelance,1813.856974,Rent,neutral,68.0122246,high,154.6475393,1
2019-03-02,1795.0,3643.19,2620.77,0.36,3156.53,normal,662.0,0.45,355.39,302.54,2.0,1024.65,31.0,0.0,369.29,2810.98,salary,1314.64,Insurance,positive,88.1,low,1022.42,1
2019-01-31,1900.214441,6433.685345,3052.996567,0.151918041,3712.21736,inflation,670.4208801,0.251243089,671.5097715,134.3403961,4.085371863,1149.61832,61.00156379,-0.004634846,656.2959044,3157.283894,freelance,1436.820959,Investments,positive,60.80779088,low,3353.501653,1
2020-05-25,1263.0,3525.27,2470.67,0.13,3189.28,normal,651.0,0.45,396.28,691.77,2.0,1137.2,29.0,0.0,405.73,1797.51,salary,1787.33,Groceries,positive,35.7,low,1054.6,1
2022-02-14,1122.724298,2947.646038,2156.659689,0.114645397,2910.854233,normal,704.0785281,0.589970522,509.3627145,806.0246662,1.887457261,334.2020533,75.29458388,0.000330672,927.0695451,1670.718678,salary,1095.071392,Groceries,positive,52.57002773,medium,617.5018465,1
2019-01-01,1173.0,6160.82,2177.59,0.38,2551.22,inflation,654.0,0.41,519.04,283.93,3.0,1178.22,92.0,0.0,522.14,1888.79,salary,1668.33,Groceries,positive,47.5,high,3983.23,1
2019-01-01,1110.076565,4955.590674,2736.981099,0.287195358,2442.509741,recession,643.4233501,0.226487712,305.4843498,573.8080956,4.078984588,1112.26207,48.06638017,-0.00400899,975.3717226,1298.608425,freelance,483.6123255,Dining Out,positive,60.75920293,high,2379.926268,1
2019-03-02,1969.0,4108.86,2732.11,0.23,2751.24,normal,692.0,0.23,740.6,533.59,1.0,1005.95,25.0,0.0,442.75,3832.2,freelance,953.32,Education,positive,97.9,low,1376.75,1
2021-06-19,1371.0,3570.72,3579.36,0.34,3143.54,inflation,757.0,0.13,497.05,652.28,6.0,2139.66,24.0,0.0,670.55,2347.54,salary,1185.05,Utilities,neutral,21.4,medium,0.0,0
2019-03-02,1592.0,3396.54,2905.66,0.06,1994.39,normal,657.0,0.33,758.64,567.45,8.0,1139.14,48.0,0.0,611.24,2083.19,mixed,1302.25,Rent,neutral,69.6,low,490.88,1
2023-07-09,1975.0,3561.18,4136.58,0.29,2836.7,recession,605.0,0.25,677.76,397.47,6.0,20.88,77.0,0.0,441.87,2538.2,freelance,802.56,Dining Out,negative,59.8,low,0.0,0
2021-06-19,1529.269411,3111.976395,1280.672959,0.209495611,3151.258837,normal,537.8481494,0.168268392,461.3479332,272.9852085,5.884697471,479.5236006,48.85623121,0.006951591,505.4989115,1646.93038,salary,1652.83038,Education,positive,67.0850284,medium,1765.623671,1
2022-03-16,1105.988047,4413.008746,4837.317854,0.097515772,3295.427608,inflation,693.6828382,0.263935067,934.1556649,520.7695356,3.079549888,1403.724917,37.81454683,-0.000523665,224.8807148,1515.08006,salary,752.8092931,Entertainment,negative,23.73507609,low,-51.47895874,0
2023-07-09,1955.263691,5113.333939,3474.800411,0.128771201,2676.249972,normal,761.4130579,0.371547662,622.5478661,445.8398358,0.927971868,864.7912673,67.06494442,0.004627218,331.5048662,2029.031192,mixed,934.9462424,Education,positive,91.35041764,medium,1701.579882,1
2021-07-19,1177.082432,3734.529503,4463.533871,0.201987831,3478.004931,normal,717.7474926,0.483059092,362.2070421,311.2614151,5.959075047,1381.535241,73.73117948,-0.003417664,906.102517,2031.856277,salary,905.9637959,Entertainment,negative,68.40304135,low,20.63300257,1
2020-11-21,1385.0,4223.73,2656.71,0.38,2656.97,normal,679.0,0.28,702.12,453.14,3.0,272.02,34.0,0.0,514.56,2872.9,salary,593.7,Investments,positive,71.9,low,1567.02,1
2023-10-07,1092.573405,4053.917209,4723.951247,0.113495726,3233.726585,normal,659.7004903,0.124169817,411.4422231,480.9670148,8.944642629,795.865466,68.67516146,-0.001375017,724.891504,2098.667455,mixed,2112.515489,Transportation,negative,99.56178981,medium,-23.79221619,0
2020-06-24,1528.0,3509.23,1976.53,0.18,2721.05,normal,674.0,0.32,187.8,323.03,5.0,2370.01,82.0,0.0,456.32,2232.27,freelance,1676.3,Entertainment,positive,43.4,medium,1532.7,1
2023-10-07,1317.273175,3175.398617,3830.53474,0.317347736,3104.001249,recession,621.4090648,0.532965093,612.8817015,580.3604223,1.005499186,994.1377115,99.9381821,-0.002977027,634.7836446,2038.46657,mixed,1479.631908,Healthcare,negative,87.37519688,low,3.647112639,1
2021-04-20,1616.302057,2525.790196,3385.033831,0.270870969,2892.272302,normal,742.0578754,0.236435366,458.021013,210.239215,5.046665995,1498.379763,92.47443114,0.00509682,619.5226591,1537.783007,salary,1503.778988,Education,negative,71.43043994,high,65.68410903,1
2021-10-17,1760.0,3273.03,4972.57,0.19,2089.53,normal,752.0,0.6,369.34,595.49,3.0,374.93,99.0,0.0,465.91,2604.53,freelance,1014.43,Entertainment,negative,14.5,low,0.0,0
2020-02-25,1260.719041,3233.723365,1792.558265,0.179149345,3621.804138,normal,634.7425417,0.51180087,429.2093241,715.7353885,4.752659142,527.77958,55.81854335,-0.007240108,712.7726735,2681.014276,freelance,1594.704291,Rent,positive,1.853591116,low,1486.559772,1
2019-07-30,1395.561296,4350.308603,3473.084098,0.265267636,3001.804622,recession,702.5989903,0.167246266,760.593971,950.559678,2.972460128,833.7170096,48.93257465,0.008427045,250.0031013,3332.479337,salary,1554.441012,Education,positive,65.70442479,high,618.1638369,1
2022-05-15,1737.0,3446.54,3169.13,0.15,3896.53,recession,674.0,0.32,297.55,134.61,9.0,1416.55,44.0,0.0,684.33,1953.95,freelance,1344.01,Groceries,neutral,48.7,low,277.41,1
2020-08-23,1448.909183,3381.103761,2111.590059,0.380473361,3136.757717,normal,685.9276267,0.566437725,553.3203149,760.4328951,4.068396959,1717.517874,27.10492449,-0.008382796,340.7537633,1224.391741,freelance,557.132123,Healthcare,positive,71.28036083,low,1260.104261,1
2021-02-19,1391.0,4663.1,797.11,0.14,3458.59,normal,686.0,0.42,452.01,844.07,9.0,1073.05,50.0,0.0,319.64,1883.1,mixed,1347.12,Dining Out,positive,52.3,low,3865.99,1
2021-02-19,1216.0,3270.71,1664.66,0.21,2844.21,recession,636.0,0.29,538.49,445.29,8.0,793.09,50.0,0.0,570.46,2114.13,salary,1961.73,Utilities,positive,54.5,low,1606.05,1
2021-02-19,1326.845885,3161.253094,3330.052908,0.393972977,2290.157583,inflation,772.5549239,0.315282476,632.5968202,311.2947068,6.980245372,1139.764072,44.33702619,-0.001547839,562.4693548,3176.037073,mixed,1274.740668,Insurance,neutral,24.16552213,high,195.9785962,1
2021-01-20,1013.180267,4145.817487,3001.595612,0.384175537,3366.3086,recession,606.8374272,0.109894346,181.1134307,648.1546654,4.112771184,907.442853,41.11794498,0.002237949,221.6004456,1909.155094,freelance,1249.58293,Entertainment,positive,6.577488922,medium,1181.24583,1
2019-11-27,1349.0,4959.68,3802.55,0.07,2342.41,normal,696.0,0.33,1020.47,492.43,1.0,1189.52,65.0,0.0,449.1,1872.0,freelance,1513.29,Groceries,positive,96.1,medium,1157.13,1
2020-08-23,1847.420206,3996.454113,4080.665818,0.36066108,2104.230934,normal,720.6091968,0.515461489,551.5321918,256.8641452,1.135291324,670.1742117,35.12877298,0.009054952,654.7038596,1459.645253,freelance,722.9002717,Education,neutral,28.21536357,low,66.3812408,1
2020-01-26,1056.828109,4258.606952,3616.443466,0.220028218,2852.169916,normal,626.2827283,0.390132643,398.2674749,-8.355111274,2.013419862,1627.371037,98.53626971,-0.005141539,329.8231759,1344.12774,freelance,1446.536504,Education,positive,32.77380875,high,660.0929604,1
2020-10-22,1324.079523,5432.258216,2962.835288,0.108235321,3027.407764,normal,660.1430621,0.463339691,490.9634588,666.8378773,1.029923936,380.9149046,95.18151539,0.011330467,576.2105901,1783.768015,salary,1415.34311,Entertainment,positive,13.00354451,high,2477.443165,1
2019-08-29,1028.609473,4483.71341,3609.764636,0.103003084,2410.503941,normal,681.8444516,0.187258365,513.8381445,428.8503544,2.179854977,724.2310778,46.65469425,0.011602201,534.2130863,1781.910482,freelance,598.2468926,Insurance,positive,75.81339449,high,692.1095903,1
2022-09-12,1107.0,3885.65,2998.3,0.19,2168.56,normal,628.0,0.12,654.25,295.71,6.0,172.79,92.0,0.0,736.21,3096.29,salary,1475.46,Entertainment,positive,93.8,medium,887.35,1
2019-01-01,1215.275899,2387.55815,3461.89938,0.056891262,2179.906302,normal,725.1556209,0.37044928,554.162674,242.0895498,3.106459245,706.7120508,63.53601735,0.000967082,441.0168627,2252.522342,freelance,668.3739617,Healthcare,negative,59.67939731,high,-49.34026364,0
2022-11-11,1250.296076,4884.944913,2162.017355,0.255180492,3121.398452,inflation,716.5007294,0.556309261,381.9577138,574.7653512,5.950574151,1252.779215,78.3861494,0.003443165,573.1450158,2864.865805,mixed,1947.666874,Education,positive,82.12746585,medium,2791.703462,1
2023-07-09,1502.0,3919.48,4018.3,0.38,3114.94,normal,636.0,0.49,505.75,751.48,4.0,776.84,53.0,0.0,569.05,1844.03,salary,844.06,Insurance,neutral,98.9,low,0.0,0
2022-03-16,1884.240927,3995.603526,2308.054005,0.357701581,3514.388138,normal,720.9596823,0.441347193,318.0587117,574.8749519,5.036849016,790.8791,19.17969108,0.012291539,803.9055713,2151.338757,mixed,302.6444336,Education,positive,39.78981052,low,1702.698117,1
2020-10-22,1293.0,4088.17,3308.43,0.15,3603.25,recession,609.0,0.46,431.09,232.17,6.0,408.58,66.0,0.0,284.23,1503.7,salary,1686.29,Groceries,positive,84.3,medium,779.74,1
2023-10-07,1800.0,3390.22,3241.42,0.18,2988.99,inflation,717.0,0.56,629.2,574.92,6.0,965.47,77.0,0.0,781.08,2756.08,salary,765.13,Rent,neutral,95.5,high,148.8,1
2019-08-29,1458.0,5295.24,1740.05,0.11,3118.97,normal,726.0,0.16,525.73,356.75,8.0,1003.08,24.0,0.0,811.35,1293.6,freelance,1000.74,Transportation,positive,72.3,low,3555.19,1
2023-01-10,1456.96926,3841.360852,3636.687355,0.074992527,2498.471321,inflation,667.793923,0.145801642,784.6189601,548.8407616,7.003982592,801.225756,97.56713734,1.012800741,347.0627433,2235.997067,freelance,1461.065272,Investments,neutral,38.93040865,high,378.3527955,1
2020-04-25,1818.0,4226.7,2268.11,0.22,2727.01,inflation,605.0,0.2,562.99,224.12,9.0,1790.08,54.0,0.0,556.18,3032.39,mixed,1397.43,Utilities,positive,38.0,low,1958.59,1
2020-03-26,1408.601665,4511.668757,2312.602528,0.16402721,2779.199873,normal,688.3809074,0.254479977,662.0933191,281.9412277,6.132921375,639.1188266,52.58827111,-0.009907851,406.6125135,1570.441843,freelance,902.669493,Insurance,positive,63.84354187,medium,2176.550965,1
2021-10-17,1173.323978,4196.478476,2110.054051,0.158196886,2730.939858,inflation,599.9460503,0.146494285,639.0011818,317.7587999,2.946233777,370.3432943,90.95714678,0.004629846,742.6113956,1914.990986,mixed,1098.757934,Transportation,positive,57.3342866,low,1869.064351,1
2022-12-11,1030.0,4067.94,3821.36,0.34,2963.75,inflation,679.0,0.36,709.64,43.22,8.0,1087.31,78.0,0.0,65.61,2868.43,freelance,1054.49,Groceries,neutral,38.9,low,246.58,1
2021-11-16,1756.123471,4202.888947,2468.772997,0.402688218,2114.086562,normal,700.995828,0.583457676,429.5401023,378.4095933,4.919264838,2057.036266,39.53722096,-0.004255497,809.2940862,2890.80484,mixed,651.0631316,Utilities,positive,30.91843939,high,1796.715966,1
2019-04-01,1047.0,3259.18,3776.16,0.2,2026.98,normal,598.0,0.56,238.7,486.78,6.0,821.12,82.0,0.0,268.78,2390.31,salary,1205.0,Groceries,negative,35.6,low,0.0,0
2021-08-18,1440.0,3521.95,3313.67,0.25,2629.0,inflation,563.0,0.45,379.86,371.64,7.0,1142.53,28.0,0.0,168.97,1578.83,salary,1617.84,Groceries,neutral,50.5,medium,208.28,1
2021-06-19,1469.0,4424.01,3273.45,0.39,2313.13,normal,734.0,0.41,399.9,448.44,6.0,1072.04,51.0,0.0,688.96,1000.0,salary,1040.46,Investments,positive,42.1,low,1150.56,1
2021-12-16,1963.0,3897.4,3103.26,0.28,2516.28,inflation,689.0,0.54,731.69,174.12,9.0,1325.74,33.0,0.0,202.25,3092.51,salary,1382.64,Groceries,positive,18.6,low,794.14,1
2019-08-29,1383.378714,4798.798626,2622.007347,0.33022908,2386.205413,normal,685.5061486,0.466270965,794.4328952,152.6179026,2.951928544,415.4547943,97.89691822,0.005390494,520.2170025,3179.099219,salary,1637.024475,Entertainment,positive,78.79812674,medium,2275.47315,1
2021-11-16,1104.354376,4406.8675,2083.241199,0.115797239,2385.485525,normal,713.7197347,0.261365304,828.8230376,541.0480701,7.127669812,86.49056909,72.95959063,0.005510955,249.2682524,1921.933523,mixed,1630.794662,Utilities,positive,95.2176152,low,2243.71646,1
2020-11-21,1572.0,3055.95,2485.39,0.37,3263.54,normal,683.0,0.19,403.02,565.46,4.0,0.0,88.0,0.0,244.48,1173.67,salary,1707.92,Utilities,positive,27.8,medium,570.56,1
2019-11-27,1324.770055,4488.816661,3322.018515,0.082667296,2715.056516,normal,697.75408,0.561001249,491.1401534,280.750953,3.038629215,861.8145932,89.35631302,-0.008163614,965.2116321,1757.97636,freelance,1069.304162,Entertainment,positive,64.22580855,high,1184.897041,1
2019-05-01,1192.0,4126.46,3783.5,0.29,3327.16,normal,706.0,0.36,598.56,388.81,8.0,1631.07,75.0,0.0,645.25,2227.36,freelance,1242.9,Insurance,neutral,2.1,low,342.96,1
2023-01-10,1760.0,2349.1,3478.14,0.24,3023.22,normal,741.0,0.6,547.97,478.93,1.0,1723.6,88.0,0.0,797.64,2166.48,salary,1041.19,Rent,negative,34.4,medium,0.0,0
2023-06-09,1436.0,5027.11,3672.37,0.05,2886.51,normal,688.0,0.6,251.19,165.75,9.0,1151.16,86.0,0.0,330.35,2616.53,salary,1318.21,Utilities,positive,28.6,medium,1354.74,1
2020-04-25,1023.0,4493.74,2518.77,0.17,2045.48,recession,632.0,0.16,550.48,0.0,7.0,1584.71,94.0,0.0,310.54,2016.61,salary,692.79,Rent,positive,41.5,high,1974.97,1
2022-09-12,1302.0,3529.0,3043.81,0.37,3252.49,recession,647.0,0.3,525.47,162.99,5.0,1190.84,22.0,0.0,676.86,2367.49,salary,1240.13,Entertainment,neutral,76.7,low,485.19,1
2020-07-24,1083.0,5397.7,3323.68,0.29,3070.43,normal,767.0,0.26,383.68,651.95,5.0,608.81,83.0,0.0,90.37,3020.04,mixed,1131.24,Groceries,positive,74.9,medium,2074.02,1
2022-11-11,1406.0,4150.82,2735.75,0.14,3025.26,normal,603.0,0.25,664.43,338.87,8.0,1379.04,73.0,0.0,804.24,1913.24,salary,1680.86,Healthcare,positive,92.1,high,1415.07,1
2020-01-26,1869.831562,4283.297034,3578.104485,0.291014954,2988.038575,normal,613.8270189,0.211157642,639.5935944,335.5755453,2.128640644,467.7932976,48.66509363,-0.007775133,271.5365531,1891.155819,mixed,1730.292174,Rent,positive,3.473524075,medium,856.1842372,1
2019-01-01,1529.115853,5323.477096,3307.593475,0.069234353,2857.896837,normal,687.2305116,0.3592145,721.6807333,50.41560537,8.140711388,591.3755217,19.56877829,0.000516551,553.1590657,2425.316445,mixed,1409.228675,Insurance,positive,42.79211206,medium,1975.795854,1
2020-06-24,1080.0,1118.44,3639.95,0.06,2897.2,normal,578.0,0.25,732.81,280.05,9.0,505.15,54.0,0.0,722.05,2066.33,salary,1244.01,Insurance,negative,28.0,low,0.0,0
2022-08-13,1506.758795,5180.139065,3154.340178,0.199163099,2861.762727,inflation,717.5837955,0.532162461,205.9584771,239.6745874,5.980903395,708.9914762,90.31735538,-0.000797181,351.8603928,2012.896513,salary,1358.107329,Entertainment,positive,62.86421936,low,2022.667322,1
2022-04-15,1139.137546,3940.31743,1629.241062,0.370238846,3224.661165,normal,758.3922519,0.513764263,506.1030031,412.0117939,5.253968213,236.4924659,28.72995016,-0.004348468,241.9302628,2753.434635,freelance,1309.723197,Education,positive,94.44844562,high,2433.802927,1
2021-10-17,1520.0,4404.16,3518.73,0.29,3380.32,inflation,694.0,0.13,432.02,214.42,8.0,1660.73,99.0,0.0,590.0,2905.03,salary,1055.89,Healthcare,positive,25.4,low,885.43,1
2020-10-22,1356.333866,3875.034269,3495.394515,0.231831626,2904.271197,recession,692.591564,0.235777608,320.6689997,274.0893966,1.08572679,1649.801718,61.37249418,0.004188996,424.3026955,2413.58443,freelance,903.9595241,Rent,neutral,81.07595562,medium,255.3281344,1
